query_id,query_message,rank,similarity,historical_customer_tweet_id,historical_customer_message,historical_support_reply,relevance
1679219,@488255 Is @115858 going to fix this bug? When you type “I️” it becomes that symbol there...,5,0.4129,2905234,When is @115858 going to fix “ I️ “ ?,@804529 We'd be happy to help. Have you had a chance to update to iOS 11.1.2? Make sure you have a backup prior to updating.,1
1354510,Was it truly reserving it if it wasn’t reserving my selection to pick up in store? A little unfair @AppleSupport,1,0.2711,1586237,"@AppleSupport Why was the iPhone X available to pick up in store but once I complete the process I get an ""unable to complete""! 3 Times! 1",@488009 We've received your DM as well. We will respond to you there shortly. Thank you!,2
1354510,Was it truly reserving it if it wasn’t reserving my selection to pick up in store? A little unfair @AppleSupport,2,0.2583,2793214,@AppleSupport What's the latest I can place an online order to pick up in-store on Christmas Eve?,@779391 Thanks for reaching out. We'd like to look into this with you. Which country are you currently contacting us from today? DM us here for more info: https://t.co/GDrqU22YpT,2
1354510,Was it truly reserving it if it wasn’t reserving my selection to pick up in store? A little unfair @AppleSupport,3,0.2482,1353648,@AppleSupport what is the expected time for getting notified an order is ready to pick up in store? Just an Apple Watch...,@435679 You can pick up most items usually within an hour. You should get a notification when it's ready. https://t.co/bxZKxyCbVM,2
1354510,Was it truly reserving it if it wasn’t reserving my selection to pick up in store? A little unfair @AppleSupport,4,0.2374,2440895,@AppleSupport I ordered my iPhone X online to be shipped. Is it possible to pick it up in store instead?,@700034 Thank you for reaching out. We'd like to get your to our Sales Support specialists here: https://t.co/8yjRd1Xo0i,2
1354510,Was it truly reserving it if it wasn’t reserving my selection to pick up in store? A little unfair @AppleSupport,5,0.2211,1388296,@AppleSupport I was able to pre-order iPhone X for a store pick up. Do I have to pick up the phone on Nov 3? or another day?,@442997 We're happy to help. DM us what country you're in and we'll go from there. https://t.co/GDrqU22YpT,2
2782007,@AppleSupport my iPhone 7 has been lagging. What’s going on i didn’t sign up for this.,1,0.3034,2230676,Dear .@115858 your updates for #iOS11 is fucken trash. I didn't sign up for my iPhone to constantly freeze like a windows laptop. FIX IT NOW! https://t.co/qctKjtv6Zk,@650953 We want to help. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,2
2782007,@AppleSupport my iPhone 7 has been lagging. What’s going on i didn’t sign up for this.,2,0.3022,1808852,Is it me or since I updated my iOs my iphone has been lagging?! @115858 🤦🏽‍♂️🤦🏽‍♂️🤦🏽‍♂️,@543424 We're here to help. Please DM us via the following link with your device model and we'll assist you further. https://t.co/GDrqU22YpT,1
2782007,@AppleSupport my iPhone 7 has been lagging. What’s going on i didn’t sign up for this.,3,0.2833,2560424,My iPhone has been lagging all day long... @115858 @AppleSupport what is going on? First my battery life dying very quickly now lag...,@726734 We can definitely look into this with you. Do you experience the same behavior after you restart? DM us and let us know. https://t.co/GDrqU22YpT,1
2782007,@AppleSupport my iPhone 7 has been lagging. What’s going on i didn’t sign up for this.,4,0.2827,2185508,@115858 @AppleSupport FIX THIS FUCKING UPDATE &amp; MY PHONE BEFORE I️ SWITCH TO ANDROID. I️ AIN’T SIGN UP FOR THIS,@640056 We've released a software update that addresses this concern. Find out more here: https://t.co/xXaXeeSRt9,2
2782007,@AppleSupport my iPhone 7 has been lagging. What’s going on i didn’t sign up for this.,5,0.2781,1593297,@115858 @AppleSupport @115858 what's going on,@489682 Thanks for reaching out to us for support. Please check out this link for help with your issue: https://t.co/gKAEL4wRnw,1
2403728,"Hey @AppleSupport, whenever I try to lock my phone screen it’s doesn’t work, I talked to your support yesterday and it didn’t rectify my problem, send help pls",1,0.2575,1522704,@AppleSupport whenever*,"@167181 Hey there! Shoot us a DM when you have a chance, and we'll take it from there. https://t.co/GDrqU22YpT",1
2403728,"Hey @AppleSupport, whenever I try to lock my phone screen it’s doesn’t work, I talked to your support yesterday and it didn’t rectify my problem, send help pls",2,0.2489,852871,@AppleSupport I downloaded the newest update and now my phone doesn’t work send help pls,"@322603 We'd love to help. Can you explain more about what you mean when you say it doesn't work? Also, what iOS version did you update to?",1
2403728,"Hey @AppleSupport, whenever I try to lock my phone screen it’s doesn’t work, I talked to your support yesterday and it didn’t rectify my problem, send help pls",3,0.2399,1222380,@AppleSupport It doesn’t work,"@406832 Is the Wi-Fi icon greyed out? In Settings &gt; Wi-Fi, do you see Wi-Fi networks in the area?",1
2403728,"Hey @AppleSupport, whenever I try to lock my phone screen it’s doesn’t work, I talked to your support yesterday and it didn’t rectify my problem, send help pls",4,0.2399,208268,@AppleSupport It doesn't work!,@189533 We're here to help. We're currently working with you in DM. Please look for our response shortly.,1
2403728,"Hey @AppleSupport, whenever I try to lock my phone screen it’s doesn’t work, I talked to your support yesterday and it didn’t rectify my problem, send help pls",5,0.2184,1063147,@AppleSupport Whenever I try to update my iPad to iOS 11.0.3 I get this message https://t.co/7yUrggrRml,@371032 Let’s get your iPad updated. Try removing and downloading the update again as this article describes: https://t.co/Ui1yTnOCUz,1
335277,@797 @AppleSupport guys! right after upgrading iOS 11.0.2 my phone is so messed up! Camera acting funky big time!,1,0.3074,2058608,"@AppleSupport can you please hurry and fix iOS 11, my phone is so messed up from this update 😩",@273587 We're here to help with any concerns you're having. Please DM us a bit more information and we can go from there together. https://t.co/GDrqU22YpT,1
335277,@797 @AppleSupport guys! right after upgrading iOS 11.0.2 my phone is so messed up! Camera acting funky big time!,2,0.2609,41709,My phone is so messed up and I JUST got it yesterday! @115858 thanks for nothing,@125181 We'd like to help. Please DM us your current country and more about what's happening. https://t.co/GDrqU22YpT,1
335277,@797 @AppleSupport guys! right after upgrading iOS 11.0.2 my phone is so messed up! Camera acting funky big time!,3,0.2493,2468122,"@AppleSupport my phone is so messed up, this is what my lock screen is. No time nothing on it!!! 😐😐😐 https://t.co/dz4mK9govX",@568492 We'd be happy to look into what's going on. Does this continue if you restart your phone?,1
335277,@797 @AppleSupport guys! right after upgrading iOS 11.0.2 my phone is so messed up! Camera acting funky big time!,4,0.2485,1702035,@115858 why is the word “I️” so messed up?,@516049 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,1
335277,@797 @AppleSupport guys! right after upgrading iOS 11.0.2 my phone is so messed up! Camera acting funky big time!,5,0.2397,956336,@115858 my iPhone is so messed up from the new software update. Send help!,@157680 We've got your back! Tell us more about what's going on with your iPhone.,1
1028543,@AppleSupport iphone 7,1,1.0,92723,@AppleSupport iPhone 6,@136077 This feature is not currently available. We encourage you to provide your suggestions and feedback here: https://t.co/eTPVYVFyd8,0
1028543,@AppleSupport iphone 7,2,1.0,1453840,@AppleSupport iPhone 7,@457394 Thank you. Which version of iOS is currently installed? This is located in Settings &gt; General &gt; About &gt; Version.,0
1028543,@AppleSupport iphone 7,3,1.0,215789,@AppleSupport iPhone 7,"@167314 Got it. Which exact version of iOS is the iPhone 7 running? Let us know in DM, we'll continue there. https://t.co/GDrqU22YpT",0
1028543,@AppleSupport iphone 7,4,1.0,2910474,@AppleSupport iPhone 6,"@805727 Thanks. Does this happen even after restarting your iPhone? Have you tried connecting to a different Wi-Fi network? Also, what is the exact iOS version you have installed? You'll see this in Settings &gt; General &gt; About.",0
1028543,@AppleSupport iphone 7,5,1.0,148270,@AppleSupport iPhone 7,@149735 OK. Have you tried forcing the app closed with these steps: https://t.co/RqqIctrDWV Let us know.,0
2230668,@AppleSupport This is disgusting!! Can't receive whatsapp notification even if wifi/cellular 4g network is on after the ios11 update .,1,0.2153,2636981,@AppleSupport I don’t think network is the issuee,@744289 Got it. We want to look further into this issue. Reach us via DM to continue. https://t.co/GDrqU22YpT,2
2230668,@AppleSupport This is disgusting!! Can't receive whatsapp notification even if wifi/cellular 4g network is on after the ios11 update .,2,0.2112,1886704,My #iPhone sucks after the #ios11 update. @AppleSupport @115858.,@135038 We're here to help. Please reach out to us via DM and let us know the issues you're having. We'll continue from there. https://t.co/GDrqU22YpT,1
2230668,@AppleSupport This is disgusting!! Can't receive whatsapp notification even if wifi/cellular 4g network is on after the ios11 update .,3,0.2053,907436,@AppleSupport since last IOS 11.0.3 I don’t receive Whatsapp notifications,"@335480 We want to help. If you go to Settings &gt; Notifications &gt; WhatsApp, are notifications turned on?",1
2230668,@AppleSupport This is disgusting!! Can't receive whatsapp notification even if wifi/cellular 4g network is on after the ios11 update .,4,0.1914,1817994,@AppleSupport this is 'suspicios' 🤔 https://t.co/JbDWcTD9Ul,@546084 We're happy to help. Use this to identify and report phishing emails: https://t.co/LNMCdqt6fD Questions? DM us here: https://t.co/GDrqU22YpT,0
2230668,@AppleSupport This is disgusting!! Can't receive whatsapp notification even if wifi/cellular 4g network is on after the ios11 update .,5,0.1842,1859010,@AppleSupport Why isn't my home button working on my #iPhone7Plus. This update is disgusting,@555845 We want to make sure your Home button is working as expected. Please send us a DM with your iOS so we may better assist. https://t.co/GDrqU22YpT,1
1001182,@AppleSupport I want to go back to ios 10.3.3 as I am facing battery and lag issue on my 6s plus,1,0.3565,881175,@AppleSupport I really want to go back to iOS 10 @applesupport,@329233 Hi there. We'd love to help out. Please DM and tell us what carrier you have. We'll meet you there. https://t.co/GDrqU22YpT,0
1001182,@AppleSupport I want to go back to ios 10.3.3 as I am facing battery and lag issue on my 6s plus,2,0.2975,1359174,@AppleSupport hey i have to worst battery on ios 11 whats going on i want to go back to ios 10 as soon as possible https://t.co/aHoE44jCEI,@436880 We have received your DM and we will be responding shortly.,2
1001182,@AppleSupport I want to go back to ios 10.3.3 as I am facing battery and lag issue on my 6s plus,3,0.2601,2478958,@AppleSupport I have iPhone 7 ios 11.0.3 Drain the battery and Very slow I want to go back to 10.3.3,"@708455 We want to help! Although we don't recommend trying to revert to an older iOS version, we would love to work with you in identifying ways to maximize your battery life. Have you thought about updating to iOS 11.1.1 yet?",2
1001182,@AppleSupport I want to go back to ios 10.3.3 as I am facing battery and lag issue on my 6s plus,4,0.2555,112905,@AppleSupport #iphone5s @115858 I want to go back to iOS 10. How? Battery draining can’t withstand 12hrs.,@141102 We want to be sure you get the most out of your battery life. Send us a DM so we can help you further. https://t.co/GDrqU22YpT,2
1001182,@AppleSupport I want to go back to ios 10.3.3 as I am facing battery and lag issue on my 6s plus,5,0.2496,1851228,@AppleSupport My IOS 11.3 keeps freezing my apps. This upgrade is regrettable and I want to go back to ios 10. BLAH #iPhoneUpdate,@327778 We want you to enjoy iOS 11. Send us a DM letting us know which apps this is happening with to begin. https://t.co/GDrqU22YpT,2
617173,I need to fix my MacBook. Why is it so bloody difficult to get an appointment at your stores @AppleSupport?!,1,0.298,1579820,@115858 Having a problem with my iPhone X. Want to make an appointment at the Genius Bar. Why is it so difficult to find the site to do this?,@486444 We're happy to help. This link will get you to where you can make an appointment online: https://t.co/ugGWwe3u7S,1
617173,I need to fix my MacBook. Why is it so bloody difficult to get an appointment at your stores @AppleSupport?!,2,0.295,2020654,@AppleSupport seriously why is it so difficult to make a genius appointment at Manchester NHGenius Bar for my mom? #nopatience,@597578 Can you let us know what issue you're running into when making the appointment in DM? We'll offer any help we can. https://t.co/GDrqU22YpT,1
617173,I need to fix my MacBook. Why is it so bloody difficult to get an appointment at your stores @AppleSupport?!,3,0.2828,145295,@AppleSupport Can a girl get a date? Been trying for 5 weeks (!) to get an appointment at #applestoreamsterdam 😡,"@148936 We'd like to see how we can help with this. Send us a DM with more information about what's going on, and we'll get started. https://t.co/GDrqU22YpT",1
617173,I need to fix my MacBook. Why is it so bloody difficult to get an appointment at your stores @AppleSupport?!,4,0.2762,1354542,@AppleSupport why is my iPhone so bloody slow 😡😡😡😡,@435879 Let's look into that. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,1
617173,I need to fix my MacBook. Why is it so bloody difficult to get an appointment at your stores @AppleSupport?!,5,0.2461,1164674,Why is it so damn difficult to speak to an @115948 @AppleSupport on the phone?,"@272554 We can help with many issues right here in Twitter. Or, if you prefer, contact numbers worldwide here: https://t.co/1OxnSOXiWG",1
1772851,@AppleSupport Y’all need to talk to the customer service people because they got me all the way messed up!,1,0.3246,1575083,@AppleSupport y’all need to fix this,"@485379 Thanks for reaching out! We're glad to help, so we've got a guide to share with you regarding this: https://t.co/xU1AGIa4ME",0
1772851,@AppleSupport Y’all need to talk to the customer service people because they got me all the way messed up!,2,0.2923,2029681,@AppleSupport y’all need to fix this I️ shit.,@600200 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz https://t.co/GDrqU22YpT,0
1772851,@AppleSupport Y’all need to talk to the customer service people because they got me all the way messed up!,3,0.2881,1496728,@AppleSupport y’all need to fix this “I” issue ‼️,@467489 We'd like to help. Send us a DM and we can start there. https://t.co/GDrqU22YpT,0
1772851,@AppleSupport Y’all need to talk to the customer service people because they got me all the way messed up!,4,0.277,184441,@AppleSupport y’all need to fix this I️ thing,"@159413 We recently released an iOS update, 11.1.1, that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. How to back up: https://t.co/4f8hwT5to6",0
1772851,@AppleSupport Y’all need to talk to the customer service people because they got me all the way messed up!,5,0.2737,1655553,@115858 @AppleSupport y’all need to fix this 🤦🏾‍♀️ https://t.co/m83LZPhOrS,@505234 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0
1557339,@115858 @115858 now all my contacts are gone...I just got a 7 I'm not buying an iPhone x u fuckin animals,1,0.4227,1734951,@AppleSupport all my contacts are gone after the update 😭,"@523897 Thanks for reaching out. We want to help. Please send us a DM, and we'll look into this together. https://t.co/GDrqU22YpT",1
1557339,@115858 @115858 now all my contacts are gone...I just got a 7 I'm not buying an iPhone x u fuckin animals,2,0.2523,387612,"Rah the new update has deleted all my contacts, are ya mad @115858",@207746 We'd like to help. Which device are you using? Are you signed in with your Apple ID on this device?,1
1557339,@115858 @115858 now all my contacts are gone...I just got a 7 I'm not buying an iPhone x u fuckin animals,3,0.2481,1503028,@115858 @AppleSupport all my contacts just got deleted and I'm pissed,@468851 We're here to help and understand how greatly important it is to have your contacts. Were there any recent changes? https://t.co/GDrqU22YpT,1
1557339,@115858 @115858 now all my contacts are gone...I just got a 7 I'm not buying an iPhone x u fuckin animals,4,0.2454,1364817,@115858 @115858 @AppleSupport @115858 @115858,@437768 We're here to help. You can use the steps in this link to disable auto-brightness: https://t.co/QGzyuyr5Ra,0
1557339,@115858 @115858 now all my contacts are gone...I just got a 7 I'm not buying an iPhone x u fuckin animals,5,0.2388,2208878,@AppleSupport NOW ALL MY CONTACTS GOT DELETED WHAT ARE YALL DOING,@645717 Follow up with us in DM. Let's take a further look with you there. https://t.co/GDrqU22YpT,1
1009306,This new software update has made me phone gan crackers sort it out please fellas @115858,1,0.3774,1834192,Sort it out @AppleSupport,@550174 We're happy to help. Please join us in DM and let us know which version of iOS 11 you have installed currently. https://t.co/GDrqU22YpT,0
1009306,This new software update has made me phone gan crackers sort it out please fellas @115858,2,0.3741,699051,@286743 @AppleSupport sort it out,@286742 We’d be glad to help get your calls working again. At this point can you check all the steps on this page? https://t.co/5KootZbxj1,0
1009306,This new software update has made me phone gan crackers sort it out please fellas @115858,3,0.3407,2052189,@AppleSupport your update is ruining my nice new iPhone. Sort it out please.,"@606907 We’d love to help with your new iPhone. To start, please send us a DM with more details on the behavior you’re experiencing. https://t.co/GDrqU22YpT",0
1009306,This new software update has made me phone gan crackers sort it out please fellas @115858,4,0.3308,713390,This new software update has my iPhone going crazy @115858 fix this,@290629 We want to help. Send us a DM letting us know if you are updated to iOS 11.0.2 https://t.co/GDrqU22YpT,1
1009306,This new software update has made me phone gan crackers sort it out please fellas @115858,5,0.306,1170320,@115858 this new update is so glitchy! Please sort it out #glitchy,@395261 We're here to help! Let us know about your experience by meeting us in DM. Use this link to get started: https://t.co/GDrqU22YpT,0
60333,@AppleSupport I think it’s fixed...thank you,1,0.7724,2900433,@AppleSupport It’s fixed thank you,@803465 That's wonderful to hear. We hope you have a great week. Take care.,1
60333,@AppleSupport I think it’s fixed...thank you,2,0.6125,2472945,@AppleSupport I think it fixed itself. ¯\_(ツ)_/¯,@707135 Great news. We're here to help if you need us.,1
60333,@AppleSupport I think it’s fixed...thank you,3,0.5972,1629759,@AppleSupport I believe it’s fixed! Thank you!,@498846 No problem. Feel free to reach out if you have any other questions.,1
60333,@AppleSupport I think it’s fixed...thank you,4,0.5905,2131147,@AppleSupport Fixed. Thank you :),@627217 Great. You're welcome. Take care.,1
60333,@AppleSupport I think it’s fixed...thank you,5,0.575,2310648,@AppleSupport I think the problem may be fixed! Thank you !!!,@670145 You're very welcome. Feel free to reach out to us if you need anything in the future.,2
1564037,"@AppleSupport Pre-ordered iPhone X, dispatches Nov 21. Just saw local pickup available, ordered it. Means I got it or only have a chance to?",1,0.3657,857151,@AppleSupport Yeah I did pre-ordered it,@323546 Got it. Did you also get an email that the preorder was ready for download? Let us know via a DM. We’ll go from there. https://t.co/GDrqU22YpT,1
1564037,"@AppleSupport Pre-ordered iPhone X, dispatches Nov 21. Just saw local pickup available, ordered it. Means I got it or only have a chance to?",2,0.2886,1178967,@AppleSupport I pre ordered an album and it says I only have 3 songs what should I do?,"@397290 Let's take a look in to this! Which device is this on, and which iOS, macOS, or OS is installed on it?",1
1564037,"@AppleSupport Pre-ordered iPhone X, dispatches Nov 21. Just saw local pickup available, ordered it. Means I got it or only have a chance to?",3,0.2708,1930671,@AppleSupport I pre-ordered IPhone X. I want to cancel it but I can't access it on the website. Order number is W590702651,"@433829 We'd be happy to see how we can help. So that we can get you pointed in the right direction, can you DM us your country? https://t.co/GDrqU22YpT",1
1564037,"@AppleSupport Pre-ordered iPhone X, dispatches Nov 21. Just saw local pickup available, ordered it. Means I got it or only have a chance to?",4,0.2507,852928,"@118721 @AppleSupport I pre-ordered the new Matthew Good.released today, But Only got 4 (pre-released) tracks","@322617 Hi, do you have Automatic Downloads enabled? To check, use the information in this article as reference: https://t.co/2oRvemLiMD",1
1564037,"@AppleSupport Pre-ordered iPhone X, dispatches Nov 21. Just saw local pickup available, ordered it. Means I got it or only have a chance to?",5,0.2266,39668,"PT1. @AppleSupport I pre-approved my iPhone X then ordered it at 301 am, your database is shipping the phone to a fake address due to a typo",@124681 Thanks for reaching out. Let's get you in touch with an Apple Online Store Advisor at: https://t.co/8yjRd1Xo0i.,1
2838731,@AppleSupport Hello I bought a new mini ipad a year and a half ago and when i update i can not open the ipad (it shows me this problem) https://t.co/EMIXPftmQP,1,0.2206,552136,@115858 bought an i-phone 6s a year and a half ago and can already see it starting to go on the blink. You’ve got this 2 year lifespan on your phones down to a tee I see. A great con 👍🏻,@248712 We'd like to know more about the issue you're experiencing. Meet us in DM with additional details to get started: https://t.co/GDrqU22YpT,1
2838731,@AppleSupport Hello I bought a new mini ipad a year and a half ago and when i update i can not open the ipad (it shows me this problem) https://t.co/EMIXPftmQP,2,0.2049,1887715,I just bought iPhone 8+ a week and a half ago and the screen just cracked from me tapping my fingers on it?? @AppleSupport,"@563005 Let us know via DM which country you are in, then we can take a look at options for this with you from there. https://t.co/GDrqU2kzhr",1
2838731,@AppleSupport Hello I bought a new mini ipad a year and a half ago and when i update i can not open the ipad (it shows me this problem) https://t.co/EMIXPftmQP,3,0.1947,39677,@AppleSupport hello?,@124685 We'd love to help. DM us the country where you are located. We can go from there. https://t.co/GDrqU22YpT,1
2838731,@AppleSupport Hello I bought a new mini ipad a year and a half ago and when i update i can not open the ipad (it shows me this problem) https://t.co/EMIXPftmQP,4,0.1947,2276305,@AppleSupport Hello?,@662061 Thanks for reaching out. Can you send us a DM so we can look into this further with you? https://t.co/GDrqU22YpT,1
2838731,@AppleSupport Hello I bought a new mini ipad a year and a half ago and when i update i can not open the ipad (it shows me this problem) https://t.co/EMIXPftmQP,5,0.1947,1418622,@AppleSupport HELLO,"@449738 We'd like to help any way we can. What's happening, exactly? Also, which model and iOS version do you have?",1
2686666,@AppleSupport the new upgrade has stopped some my apps from working,1,0.2219,1040193,@AppleSupport Your new upgrade stuck my iPhone 6s. Pls launch a new upgrade fixing the problems.,@366096 We'd like to look into this. Please join us in DM and provide us with the details. Click here: https://t.co/GDrqU22YpT,1
2686666,@AppleSupport the new upgrade has stopped some my apps from working,2,0.2189,1131391,@AppleSupport my maps app has stopped working since iOS upgrade,@386628 We rely on those maps so let's make sure we get yours working again. What is not working on yours?,2
2686666,@AppleSupport the new upgrade has stopped some my apps from working,3,0.2165,818913,@115858 @AppleSupport the new IOS upgrade has so many problems! Email rarely works. Updating apps doesn’t work. I have the latest. 😡,@315079 We'd like to help. Let's meet in DM to start. https://t.co/GDrqU22YpT,2
2686666,@AppleSupport the new upgrade has stopped some my apps from working,4,0.2118,1061450,@AppleSupport my AppStore has stopped working. It won’t update my apps. Fix it please. https://t.co/fiheWkNBsR,@135031 We're here to help! Are you getting any error messages?,2
2686666,@AppleSupport the new upgrade has stopped some my apps from working,5,0.2086,215305,My @115858 watch Stand function has stopped working...,@6880 When did you first encounter the issue?,1
451415,@AppleSupport It was just connected to my Apple TV by the way. 5 minutes later to stop and pause and now it can’t connect to it. Not to mention it just took 2 minutes to send that tweet when it should usually take 2 seconds.,1,0.2109,1234116,@AppleSupport Took 2 minutes to open Safari today.,@409458 Thanks for reaching out. Which country are you located in? Please reply in DM. https://t.co/GDrqU22YpT,1
451415,@AppleSupport It was just connected to my Apple TV by the way. 5 minutes later to stop and pause and now it can’t connect to it. Not to mention it just took 2 minutes to send that tweet when it should usually take 2 seconds.,2,0.1879,553473,@AppleSupport Took 3 tries to send that,@249082 Thanks for bringing this to our attention. Click here to connect with us in DM and provide us with a screen recording of the issue: Screen Recording: https://t.co/4LuYBB7Kns https://t.co/GDrqU22YpT,0
451415,@AppleSupport It was just connected to my Apple TV by the way. 5 minutes later to stop and pause and now it can’t connect to it. Not to mention it just took 2 minutes to send that tweet when it should usually take 2 seconds.,3,0.1761,177837,@AppleSupport I've updated my phone and its starting to lag. not to mention it drains my battery,@157890 Let's take this conversation to DM. Which country are you located in? https://t.co/GDrqU22YpT,1
451415,@AppleSupport It was just connected to my Apple TV by the way. 5 minutes later to stop and pause and now it can’t connect to it. Not to mention it just took 2 minutes to send that tweet when it should usually take 2 seconds.,4,0.164,453893,"@AppleSupport it started happening after I updated to High Sierra. It says it can't connect, but my phone, tv and apple tv have no problem connecting to it.",@222714 Have you tried any other steps to resolve this aside from restarting the devices? Does it happen in safe mode? Have you tried another user account? Once connected does it drop the connection at all?,1
451415,@AppleSupport It was just connected to my Apple TV by the way. 5 minutes later to stop and pause and now it can’t connect to it. Not to mention it just took 2 minutes to send that tweet when it should usually take 2 seconds.,5,0.1639,2726006,@115858 It's saying it can't connect to the server.,"@764484 If you're still having issues with iMessage, go ahead and let us know which model iPhone you purchased and what exact iOS version is installed. We'll be happy to help determine what's causing this for you so you can get back to messaging as expected.",1
2220824,Wonder when @115858 will fix the letter I️... I️ kinda like it - very unique.,1,0.6203,644969,I Wonder When @115858 Will Fix That [?] ! Glitch... 🤷🏻‍♂️,@273076 We'd be happy to look into this with you more in detail. Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,1
2220824,Wonder when @115858 will fix the letter I️... I️ kinda like it - very unique.,2,0.3247,1743568,Wonder when @115858 is gonna fix this question mark for the letter i thing that’s going on. Haha,@525891 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,1
2220824,Wonder when @115858 will fix the letter I️... I️ kinda like it - very unique.,3,0.3061,1582135,FIX THE LETTER I️ DAMNET @AppleSupport,@487000 We’d love to help you with that. Let's work through the steps suggested in this article: https://t.co/xU1AGHStV6,1
2220824,Wonder when @115858 will fix the letter I️... I️ kinda like it - very unique.,4,0.2856,978596,I️ wonder when this is going to stop @AppleSupport,@352090 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT,1
2220824,Wonder when @115858 will fix the letter I️... I️ kinda like it - very unique.,5,0.2788,2014026,@115858 fix the letter I️,@595531 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT,1
488035,@118721 @AppleSupport Update: it put the songs into a separate album. How can this be corrected on my mobile device? https://t.co/Vz69qGkdug,1,0.2711,2020060,@AppleSupport iPhone 6S slower than dial up since the last iOS upgrade. How can this be corrected?,@597371 We'd be happy to look into this with you. What version of the iOS are you running? Check from Settings &gt; General About &amp; DM us https://t.co/GDrqU22YpT,1
488035,@118721 @AppleSupport Update: it put the songs into a separate album. How can this be corrected on my mobile device? https://t.co/Vz69qGkdug,2,0.2496,1218347,@AppleSupport can this be fixed? https://t.co/tnaJpE7G0P,@405863 We want to help. Send us a DM letting us know which country you are located in. https://t.co/GDrqU22YpT,1
488035,@118721 @AppleSupport Update: it put the songs into a separate album. How can this be corrected on my mobile device? https://t.co/Vz69qGkdug,3,0.2312,1351896,@AppleSupport the icon image for Strava is missing following update to 11.1. All other apps are ok. How can this be corrected?,@435253 We’d like to see how we can help. Can you DM what happens when you search for the App with the Search feature? https://t.co/GDrqU22YpT,1
488035,@118721 @AppleSupport Update: it put the songs into a separate album. How can this be corrected on my mobile device? https://t.co/Vz69qGkdug,4,0.2063,2020093,@AppleSupport how can this be? I have 3'22 free GB that I can't use in my iPhone... https://t.co/67ClYZUe9W,@597378 The reading on the iPhone itself is most accurate in this case. The iOS uses some space on the drive that is unusable.,1
488035,@118721 @AppleSupport Update: it put the songs into a separate album. How can this be corrected on my mobile device? https://t.co/Vz69qGkdug,5,0.2032,1936345,@AppleSupport how do I approve a device? https://t.co/fGm8aL927m,"@576089 To approve your Mac, you’ll need to use one of your other Apple devices, which uses the same iCloud ID. Questions? DM us. https://t.co/GDrqU22YpT",1
1277211,"@AppleSupport Not happy with headers font size.. like Contacts, chats, Recents these all heading’s size. Is there anyway to reset it as earlier?",1,0.2779,1277212,@AppleSupport not happy with latest update.. :(,@418921 Thanks for reaching out today! We're sorry to hear you're not happy with the update. What's going on?,1
1277211,"@AppleSupport Not happy with headers font size.. like Contacts, chats, Recents these all heading’s size. Is there anyway to reset it as earlier?",2,0.2372,261308,@AppleSupport Is there anyway to stop iCloud notifications?,@178216 Hi. Can you tell us more about what you're attempting to do. What would you like to turn off in iCloud?,1
1277211,"@AppleSupport Not happy with headers font size.. like Contacts, chats, Recents these all heading’s size. Is there anyway to reset it as earlier?",3,0.2315,1772565,@AppleSupport is there anyway to recover deleted calanders?,@532752 We'd be glad to look into this with you! Were the calendars synced with iCloud? This may help: https://t.co/iQFDkNylBP,1
1277211,"@AppleSupport Not happy with headers font size.. like Contacts, chats, Recents these all heading’s size. Is there anyway to reset it as earlier?",4,0.2289,1509360,@AppleSupport Is there anyway to change these to metric units ? Thanks https://t.co/FviEfBSyiC,@301234 Excellent question. Change the units from within the Weather app itself. Use this for more help: https://t.co/D1bMbV49O6,2
1277211,"@AppleSupport Not happy with headers font size.. like Contacts, chats, Recents these all heading’s size. Is there anyway to reset it as earlier?",5,0.2249,2125975,@AppleSupport @115858 I️ am not happy with this.,@626063 Let's look into this. DM us more details about what exactly you are experiencing . https://t.co/GDrqU22YpT,1
1888353,@AppleSupport iOS 11 has destroyed my battery life. Please fix it.,1,0.7274,968702,@AppleSupport iOS 11 has destroyed my phone,@349954 We're happy to assist. Which iOS 11 version are you currently running? Go to Settings &gt; General &gt; About for the version.,1
1888353,@AppleSupport iOS 11 has destroyed my battery life. Please fix it.,2,0.5793,2773325,ios 11 has destroyed my phone fix this @115858,@775133 That's not what we want to hear. We're here for you and happy to help. Can you tell us what's happening specifically with your iPhone? DM us and let us know. https://t.co/GDrqU22YpT,1
1888353,@AppleSupport iOS 11 has destroyed my battery life. Please fix it.,3,0.5727,427412,iOS 11 has destroyed my iPhone. Thanks @115858,"@216653 Your iPhone is important to you; we'll do all we can to help. To start, let us know what's happening.",1
